,ID,processed_question_locution,question_type,processed_preceding_locution,processed_response_locutions,response_length,response_loc_count,WordperLoc,EMperLoc,DefIllperLoc,MAperLoc,RAperLoc,CAperLoc,question_speaker,preceding_speaker,response_speaker,same_speaker_pq,same_speaker_rq,question_speaker_role,preceding_speaker_role,response_speaker_role
2608,23724_1,why don't you do that,Assertive Questioning,it would at least solve part of the problem that we have,[''],0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fiona Bruce,Fiona Bruce,,2,0,1,1,0
2609,20887_1,"they should deserve it, you know",Assertive Questioning,if that means they are special cases and deserve a four per cent,[''],0,0,0.0,0.0,0.0,0.0,0.0,0.0,Nigel Owens,Nigel Owens,,2,0,2,2,0
2610,19737_1,Could I just make two points.,Assertive Questioning,,['Shall I come to Mark on that.'],7,1,7.0,0.0,0.0,0.0,0.0,0.0,Suan Desouza,,Suan Desouza,0,2,3,0,3
2611,23002_1,"everything is Westminster's fault, okay",Assertive Questioning,What is it that the Scottish MSPs are actually doing,"['Who are you blaming for that, the government of Westminster or the government here in Holyrood']",16,1,16.0,0.0,0.0,1.0,0.0,0.0,AudienceMember 20220707QT33,AudienceMember 20220707QT33,Fiona Bruce,2,1,3,3,1
2612,21319_1,"It's hugging day, isn't it, coming up",Assertive Questioning,Do you have any recommendations on how to hug cautiously,"['How to hug cautiously ', 'get a partner who annoys you as much as my partner annoys me ', 'you probably would never want to hug them ', ""you wouldn't need guidance of caution""]",38,4,9.5,0.0,0.25,0.75,0.25,0.25,Paul Mason,Charlie Unknown,Michelle Dewberry,1,1,2,3,2
2613,23935_3,isn't it time for the Government to be upfront and say this is a trade off we wanted the finals here,Assertive Questioning,this idea of letting in the EUFA dignitaries and sponsors,"[""I'm absolutely getting loud and clear the message from the panel and others about the you know, how far we have all come together "", 'how at this late stage some things appear to be frankly, you know, a juxtaposition, a contradiction']",43,2,21.5,0.5,0.0,0.5,0.0,0.0,Fiona Bruce,Fiona Bruce,Robert Buckland,2,1,1,1,2
2614,23730_1,"Isn't it about time that for all retailers, to allow their teams to have time off on Boxing Day for the first time",Assertive Questioning,This year already we're facing difficulties getting products on the shelves,"[""Are you reassured by what you're hearing in terms of sorting out the issues of delivery""]",17,1,17.0,0.0,0.0,2.0,0.0,0.0,AudienceMember 20210930QT15,AudienceMember 20210930QT15,Fiona Bruce,2,1,3,3,1
2615,21427_1,How on Earth do you expect students to catch up with £50 over two years,Assertive Questioning,You're spending 50 per child,"['The extra money is for the additional hours if we go beyond the school day ', 'we need to see the evidence as to whether that will improve life chances ', 'it may well do']",40,3,13.333333333333334,0.0,0.0,0.3333333333333333,0.0,0.0,Peter Kyle,Peter Kyle,Lucy Frazer,2,1,2,2,2
2616,21478_1,How many of us have been in danger of losing the roof over their head?,Assertive Questioning,I would be interested to know how many people on the Panel and how many people on various advisory boards that made the decision about stopping the eviction have actually been in danger of losing the roof over their head.,"['Obviously it must have been very, very difficult on you and it must have had an impact on your life ', 'I feel for you in that situation ', 'But the audience have highlighted a number of issues which the government are addressing ', 'It is not just about the rental properties, it is also, as I think Peter brought up, about rough sleeping.']",61,4,15.25,0.5,0.0,0.5,0.25,0.0,Fiona Bruce,Andrea Unknown,Lucy Frazer,1,1,1,3,2
2617,19737_1,Could I just make two points.,Assertive Questioning,,['Shall I come to Mark on that.'],7,1,7.0,0.0,0.0,0.0,0.0,0.0,Suan Desouza,,Suan Desouza,0,2,3,0,3
2618,21371_1,you don't think we should be abandoning trips abroad then,Assertive Questioning,this sounds very confusing for a guy from Iceland to say,"[""I don't actually know "", ""I'm a bit confused "", ""Either we're trusted to make our own decisions or we're not "", ""if we're not it should be red or green, legal or not legal""]",48,4,12.0,0.0,0.25,0.25,0.5,0.0,Fiona Bruce,Richard Walker,Richard Walker,1,1,1,2,2
2619,17962_2,How is that going to happen,Assertive Questioning,The next thing we have to find out is how are we going to quarantine these people,[''],0,0,0.0,0.0,0.0,0.0,0.0,0.0,Helle Thorning-Schmidt,Helle Thorning-Schmidt,,2,0,2,2,0
2620,23029_8,Is that an honest man,Assertive Questioning,Sorry,['Ordering the curry you are talking about'],8,1,8.0,0.0,0.0,1.0,0.0,0.0,AudienceMember 20220721QT17,AudienceMember 20220721QT17,Fiona Bruce,2,1,3,3,1
2621,23770_3,you must have some idea what's coming next,Assertive Questioning,you know this is the start,"[""the way you know, any great challenge is tackled is there's been the huge amount of analysis to work out how big the problem is "", 'it is indeed much larger than perhaps was initially understood ', 'the challenge is with this first, with the bill, to set this in place and the fund to help and move that forwards ', ""There's an ongoing challenge "", ""There's obviously the work that's been done to make sure that you know, cladding is now safe, that we aren't going to be using the sort of unsafe cladding that was there""]",106,5,21.2,0.0,0.0,0.2,0.2,0.0,Fiona Bruce,Fiona Bruce,Anne-Marie Trevelyan,2,1,1,1,2
2622,20995_1,do you really want to spend five years of that nine years arguing about independence,Assertive Questioning,at the very heart of your policies,"['you talk at the same time ', ""I can't hear you and neither can anyone at home""]",21,2,10.5,0.0,0.0,0.0,0.5,0.0,Anas Sarwar,Anas Sarwar,Fiona Bruce,2,1,2,2,1
2623,21403_1,one Conservative government putting right something that was done wrong by a previous Conservative government under John Major,Assertive Questioning,,"['no ', ""Grant is saying is we've got to learn and improve "", ""look at, say, Transport for London, TFL, you've got the Underground "", ""you've got the over ground run by a different company "", ""you've got Docklands is a private company""]",49,5,9.8,0.2,0.0,0.2,0.0,0.2,Fiona Bruce,,Nadhim Zahawi,0,1,1,0,2
2624,21330_1,Do you think they're thinking that,Assertive Questioning,,"['Robert has just highlighted precisely why this is a bad idea ', ""he's already talked about multiple new hurdles that somebody has to jump over in terms of new documentation in order to be able to vote "", ""over the last few decades, if not centuries, we've seen successive governments try to expand the franchise "", 'this government seems to want to reduce it ', 'The figures speak for themselves ', 'Paul has already mentioned some of them ', ""3.5 million citizens don't have access to photo ID "", ""1.3 million people don't have a bank account "", 'That makes mandatory voter ID a barrier to many people exercising their right to vote ', ""we've seen from our Scottish Parliament perspective cross-party agreement on expanding the franchise "", 'making it easier for people to vote, whether they are refugees, prisoners or young people ', 'that should be the direction of travel for all governments ', ""we're accountable to them "", 'we should make sure that they are able to exercise their democratic right as easily as possible']",187,14,13.357142857142858,0.1428571428571428,0.0,0.1428571428571428,0.3571428571428571,0.0714285714285714,Fiona Bruce,,Kate Forbes,0,1,1,0,2
2625,19313_2,Has leaving the European Union sped it up as Mathew Hancock suggested?,Assertive Questioning,it has been a global response,"['Our regulator approved it ', 'The European Union decided to back their regulator. ', 'It wasn’t against European rules for them to have deviated ', 'each independent state, they chose not to do that.']",32,4,8.0,0.0,0.0,0.0,0.25,0.0,Fiona Bruce,Michelle Donelan,Michelle Donelan,1,1,1,2,2
2626,20880_1,"this government's found money for everything else, why not find the money for these people on the front line",Assertive Questioning,I'll need more of those staff to take care of you and me in the future as well,[''],0,0,0.0,0.0,0.0,0.0,0.0,0.0,Andrew Davies,Vaughan Gething,,1,0,2,2,0
2627,23027_2,"isn't the Conservative Party the party that we have now had well we will be having four leaders from in well, seven years",Assertive Questioning,"you are saying about how we shouldn't be trivialising the fact that you know, a Prime Minister is being pushed out of his seat you know in the midst of his term",[''],0,0,0.0,0.0,0.0,0.0,0.0,0.0,AudienceMember 20220721QT22,AudienceMember 20220721QT22,,2,0,3,3,0
2628,23704_1,Is it fair to take 20 pounds a week away from the poorest in society,Assertive Questioning,,"['we all want to make sure that everyone in society has money to get through the coronavirus and get back into jobs ', 'we spent over 400 billion pounds on families, on individuals, on businesses throughout the coronavirus ', 'we knew that when we included the uplift in universal credit, we said it was for a temporary period ', 'It was during coronavirus ', 'in the same way that furlough, for example, is coming to an end this month ', 'that was during the coronavirus ', ""one of the good things that's happened is we see more people in employment now than before coronavirus "", 'We see more job opportunities ', 'more job openings than even before coronavirus ', 'in fact ever now ', ""we've seen salaries increase""]",130,11,11.818181818181818,0.0,0.0,0.3636363636363636,0.0909090909090909,0.0,Fiona Bruce,,Grant Shapps,0,1,1,0,2
2629,22795_6,"That is it, isn't it",Assertive Questioning,Is that it?,[''],0,0,0.0,0.0,0.0,0.0,0.0,0.0,Emily Thornberry,Emily Thornberry,,2,0,2,2,0
2630,22802_2,How can you talk to somebody that actually will just lie,Assertive Questioning,"He's telling us that what we see on our televisions night after night, the awful rape, pillage, all of those things, we see it nightly, he tells us it's not happening",['what do you think we should do'],8,1,8.0,0.0,0.0,0.0,0.0,0.0,AudienceMember 20220407QT16,AudienceMember 20220407QT16,Fiona Bruce,2,1,3,3,1
2631,20491_1,You wouldn't let them open earlier,Assertive Questioning,They worked hard to make their facilities owe,"['Unless the data indicates that is safe ', 'I want to underline a point ', 'We saw the change in restrictions being announced about a week ago now ', ""we didn't hear what support was going to be available for those businesses that were affected "", 'It is now, what, the fifth time that happens ', 'a particular timeline given for them but no indication about what support is going to be available ', 'Colette brought attention to the gaps that still exist, particularly self-employed people who have been left out ', 'We need to recover from this crisis strongly ', 'businesses like the ones we have been hearing from need to be supported so they can keep going, take extra people on, get the economy firing again, secure the recovery ', ""That's what we need to see""]",137,10,13.7,0.0,0.0,0.3,0.1,0.1,Fiona Bruce,Anneliese Dodds,Anneliese Dodds,1,1,1,2,2
2632,23729_3,Where is the trade deal with India,Assertive Questioning,Where is the trade deal with the United States,"[""it's fruit pickers, it's caterers, it's people in concert halls "", 'right across this country, there are shortages ', 'You promised that immigration would come down ', ""you know that it will need to go up if we're to deal with these problems""]",45,4,11.25,0.0,0.0,0.0,0.5,0.25,David Lammy,David Lammy,David Lammy,2,2,2,2,2
2633,23396_2,sounds like you took offence at that,Assertive Questioning,"What AudienceMember 20210722QT21 is referring to is Prime Minister's questions yesterday where the leader of the opposition Keir Starmer was asking persistently about the drop in rape convictions, it's at a 40 year low, and he is asking a lot of questions about the Government's policies, and Boris Johnson replied, one of his replies was we are getting on with the job, they, Labour, jabber, we jab.","['Yes ', ""it wasn't about vaccinations "", 'It was a quite serious question ', 'up until then, you know the Prime Minister had a really good kind of you know, what he said made sense ', 'At that point, I was like hold on a second, again, we are being mocked in Parliament']",52,5,10.4,0.0,0.0,0.0,0.2,0.2,Fiona Bruce,Fiona Bruce,AudienceMember 20210722QT22,2,1,1,1,3
2634,20754_1,Were they made when the couple got married,Assertive Questioning,I didn't know when the supposed remarks were made,[''],0,0,0.0,0.0,0.0,0.0,0.0,0.0,AudienceMember 20210318QT21,AudienceMember 20210318QT21,,2,0,3,3,0
2635,22478_6,"But is that not simply because, let's be honest, there really isn't much of a credible alternative and there hasn't been for years?",Assertive Questioning,People talk about a one nation -- a one-party nation.,"[""Not much of a credible alternative and there hasn't been for years""]",13,1,13.0,0.0,0.0,1.0,0.0,0.0,AudienceMember 20210912QT34,AudienceMember 20210912QT34,Fiona Bruce,2,1,3,3,1
2636,22462_2,have no clarity,Assertive Questioning,"For all that time, for all that, you know, recompense, conversation, if you are low, everything like that, do you really want to chuck it down the toilet now and say we can kind of do it",[''],0,0,0.0,0.0,0.0,0.0,0.0,0.0,AudienceMember 20210912QT10,AudienceMember 20210912QT10,,2,0,3,3,0
2637,20859_1,"So to not vaccinate everyone here, vaccinate some people here, all the adults, and then start sending abroad",Assertive Questioning,we were just talking about importing new variants,"[""the idea of the vaccine trade war is the most depressing thing I've heard after the last 12 months "", ""the best thing that happened last night was the EU and the UK saying, look, let's work together "", ""let's work together and let that be part of having global cooperation "", ""that's what we need "", ""We're only going to beat this virus if everyone works together, that's the approach that we've got to take""]",85,5,17.0,0.2,0.2,0.4,0.4,0.0,Fiona Bruce,Adam Price,Adam Price,1,1,1,2,2
2638,22759_1,he should resign now,Assertive Questioning,all of that stuff really matters,"[""no, we haven't had the fixed penalty notice yet""]",11,1,11.0,0.0,0.0,1.0,0.0,1.0,Victoria Derbyshire,Zanny Minton Beddoes,Zanny Minton Beddoes,1,1,3,2,2
2639,23766_2,This is a fund you were keen to bring up,Assertive Questioning,I hope you know very much that we will be able to support Natalie and many others in the weeks and months to come,"['The impact of the bill going through for people like Natalie and the hundreds of thousands of leaseholdsers is devastating ', 'I was on the committee last summer ', 'I joined the committee that was scrutinising this piece of legislation ', 'I introduced the principle that leaseholders should not have to pay for fire safety defects that are not of their making ', 'Liberal Democrats have stood with leaseholders from the very start to the very end ', 'last night we were the ones who pushed the amendment again']",86,6,14.333333333333334,0.0,0.0,0.1666666666666666,0.3333333333333333,0.0,Fiona Bruce,Anne-Marie Trevelyan,Daisy Cooper,1,1,1,2,2
2640,22924_2,Is that right,Assertive Questioning,The health Secretary said we all do the safety checks but we have been able to speed it up because of Brexit,"['the Europeans have collectively utilised one regulator ', 'we have our own regulator and they adopted different processes here']",30,2,15.0,0.0,0.0,0.0,0.0,0.0,Fiona Bruce,Fiona Bruce,Michelle Donelan,2,1,1,1,2
2641,20491_1,You wouldn't let them open earlier,Assertive Questioning,They worked hard to make their facilities owe,"['Unless the data indicates that is safe ', 'I want to underline a point ', 'We saw the change in restrictions being announced about a week ago now ', ""we didn't hear what support was going to be available for those businesses that were affected "", 'It is now, what, the fifth time that happens ', 'a particular timeline given for them but no indication about what support is going to be available ', 'Colette brought attention to the gaps that still exist, particularly self-employed people who have been left out ', 'We need to recover from this crisis strongly ', 'businesses like the ones we have been hearing from need to be supported so they can keep going, take extra people on, get the economy firing again, secure the recovery ', ""That's what we need to see""]",137,10,13.7,0.0,0.0,0.3,0.1,0.1,Fiona Bruce,Anneliese Dodds,Anneliese Dodds,1,1,1,2,2
2642,19182_1,I know you’ve been shielding with your husband for eight months now haven’t you,Assertive Questioning,"Donna, you’re shaking your head there",[''],0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fiona Bruce,Fiona Bruce,,2,0,1,1,0
2643,20970_1,"given that Boris Johnson has already said that he will not grant a second independence referendum that's job done, isn't it",Assertive Questioning,rather than one distracted by another independence referendum,[''],0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fiona Bruce,Douglas Ross,,1,0,1,2,0
2644,23029_7,Ordering 30 pieces for his people in that beer gate,Assertive Questioning,he would be a very fine Prime Minister,['Ordering the curry you are talking about'],8,1,8.0,0.0,0.0,1.0,0.0,0.0,AudienceMember 20220721QT17,Chris Bryant,Fiona Bruce,1,1,3,2,1
2645,22853qt_2,Is it actually coming from Poland,Assertive Questioning,Is it being flown in from Thailand,[''],0,0,0.0,0.0,0.0,0.0,0.0,0.0,Wilfred Emmanuel-Jones,Wilfred Emmanuel-Jones,,2,0,2,2,0
2646,22911_1,Wasn't it another party that brought Stormont down and Michelle O'Neil was the Health Minister at the time,Assertive Questioning,everyone is quick to point to the DUP for bringing down Stormont,"[""The issue around rigorous implementation was in specific response to the fact that Robert Buckland's government was standing up, the Secretary of State saying they were going to break the law in specific and limited ways "", ""you think it's okay for government to break the law "", ""you can't really complain about the farce that we've seen over the last 48 hours with the government that thinks it is above the law and can do what it wishes""]",83,3,27.666666666666668,0.0,0.0,0.0,0.3333333333333333,0.0,AudienceMember 20220609QT264,AudienceMember 20220609QT264,Naomi Long,2,1,3,3,2
2647,25726_1,won't the situation in Afghanistan now mean members of the public here in the UK are more at risk of terrorism and extremist acts,Assertive Questioning,"As Kabul fell, the Prime Minister said nobody wants to see wants to see Afghanistan become a breeding ground for terror",[''],0,0,0.0,0.0,0.0,0.0,0.0,0.0,AudienceMember 20210902QT36,AudienceMember 20210902QT36,,2,0,3,3,0
2648,19079_3,Why are we not hearing enough about that,Assertive Questioning,The lockdown is supposed to be time to break the chain of infection and give time to bring up the testing and tracing system to a suitable level so that that takes over and bring down the levels,[''],0,0,0.0,0.0,0.0,0.0,0.0,0.0,Audience Speaker 3,Audience Speaker 3,,2,0,3,3,0
2649,21018_5,Are you not going to challenge that?,Assertive Questioning,are you honestly going to be asked about cancer…,"['…and talk about independence? ', 'Are you honestly going to be asked about suicide and talk about independence?\xa0']",17,2,8.5,0.5,0.0,0.5,0.0,0.0,Keith Brown,Anas Sarwar,Anas Sarwar,1,1,2,2,2
2650,23770_2,"where she's not going to have to be stumping up for these things, and she's living in unsafe accommodation",Assertive Questioning,When it be resolved for someone like Natalie,"[""That's the challenge Government has "", ""What's the answer? I can't give you the detail of the plan but""]",10,2,5.0,0.0,0.5,0.5,0.0,0.5,Fiona Bruce,Fiona Bruce,Anne-Marie Trevelyan,2,1,1,1,2
2651,23534_1,If you're telling me that people in places like Wigan and Manchester and London are stupid for voting for the Labour Party,Assertive Questioning,,"['I went to Hartlepool and spoke to people on the doorstep ', 'they were fed up of Labour promises and no delivery']",27,2,13.5,0.0,0.0,0.0,1.0,0.0,Lisa Nandy,,Robert Buckland,0,1,2,0,2
2652,22967_1,"He’s not right, is he",Assertive Questioning,So he was wrong there,"['The the point we made Northern Ireland businesses will have unfettered access as part of the UK ', 'That the protocol does deliver ', 'From products move from Great Britain into Northern Ireland, particularly with SPS checks']",37,3,12.333333333333334,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,Fiona Bruce,Fiona Bruce,Brandon Lewis,2,1,1,1,2
2653,18800_1,young people are suddenly on your radar,Assertive Questioning,"you know, these things but there wasn't a pandemic before","[""particularly it's been raised by the pandemic, there is more opportunities for people to work on-line "", 'with everything going on at the moment, I feel like self employment should actually be encouraged ', ""I don't feel like the conservative Government are actually encouraging people "", 'I get off my own back and do a lot of things ', 'we should be encouraging self-employment and small businesses more']",94,5,18.8,0.8,0.0,0.2,0.4,0.0,Niamh Unknown,Niamh Unknown,Kirsty Unknown,2,1,3,3,3
2654,23500_3,"You are hearing some optimistic views, are you",Assertive Questioning,"We would have to go into some kind of lockdown, is what you are saying","['there has been incremental steps forward ', 'In terms of trying to measure whether or not you feel optimistic, it feels there are two ways of measuring that ', ""On the one hand the world of what's deemed to be currently politically possible "", 'in that world with, yes, the small steps forward are welcome ', 'there are big questions about how the deforestation agreement will be enforced ', 'the fact that on the finance agreement it is still not clear whether or not companies are still going to be able to fund fossil fuels ', 'it looks as if they are ', 'there are issues there ', ""let's not forget what is at stake here, the future of small island states and the rest of us, too "", 'compared to that kind of way of measuring progress we are still a long way off']",154,10,15.4,0.3,0.1,0.2,0.4,0.2,Fiona Bruce,Fiona Bruce,Caroline Lucas,2,1,1,1,2
2655,18315_1,How can we possibly protect the residents and staff in care homes without fundamentally testing them regularly and making sure that they are safe,Assertive Questioning,"We are only doing between 4,000 and 6,000 tests a day",[''],10,0,0.0,0.0,0.0,0.0,0.0,0.0,Ian Murray,Ian Murray,,2,0,2,2,0
2656,23382_3,what do we know,Assertive Questioning,I hear you about coming back in September,"[""We don't know""]",8,1,8.0,2.0,0.0,0.0,0.0,0.0,Benjamin Zephaniah,Benjamin Zephaniah,Fiona Bruce,2,1,2,2,1
2657,23963_1,do I really want my mental health to suffer for that length of time,Assertive Questioning,"this person was going to be walking around waiting for a court case to come up maybe a year, two years later","['Over half of rape victims withdrew from the investigations last year ', 'they did report it then they pulled out of it ', ""we don't know how many don't report it""]",35,3,11.666666666666666,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,AudienceMember 20210722QT25,AudienceMember 20210722QT25,Fiona Bruce,2,1,3,3,1
2658,21018_5,Are you not going to challenge that?,Assertive Questioning,are you honestly going to be asked about cancer…,"['…and talk about independence? ', 'Are you honestly going to be asked about suicide and talk about independence?\xa0']",17,2,8.5,0.5,0.0,0.5,0.0,0.0,Keith Brown,Anas Sarwar,Anas Sarwar,1,1,2,2,2
2659,23770_3,you must have some idea what's coming next,Assertive Questioning,you know this is the start,"[""the way you know, any great challenge is tackled is there's been the huge amount of analysis to work out how big the problem is "", 'it is indeed much larger than perhaps was initially understood ', 'the challenge is with this first, with the bill, to set this in place and the fund to help and move that forwards ', ""There's an ongoing challenge "", ""There's obviously the work that's been done to make sure that you know, cladding is now safe, that we aren't going to be using the sort of unsafe cladding that was there""]",106,5,21.2,0.0,0.0,0.2,0.2,0.0,Fiona Bruce,Fiona Bruce,Anne-Marie Trevelyan,2,1,1,1,2
2660,22720_1,Can I come back to Steve's point about this £600 windfall fax,Assertive Questioning,,"[""Why do you think the Chancellor didn't increase benefits""]",10,1,10.0,0.0,0.0,1.0,0.0,0.0,Maria Caulfield,,Victoria Derbyshire,0,1,2,0,3
2661,22976_1,"What would you say about dealing with extreme wealth when people during the pandemic have been increasingly isolated, inequalities have grown immensely",Assertive Questioning,it is nice to be talking about something that matter to people in Scotland,"['I take your point about real issues ', 'The reason we started with Boris Johnson is so many of you asked about it']",26,2,13.0,0.0,0.0,0.0,0.0,0.0,AudienceMember 20220707QT23,AudienceMember 20220707QT23,Fiona Bruce,2,1,3,3,1
2662,23500_3,"You are hearing some optimistic views, are you",Assertive Questioning,"We would have to go into some kind of lockdown, is what you are saying","['there has been incremental steps forward ', 'In terms of trying to measure whether or not you feel optimistic, it feels there are two ways of measuring that ', ""On the one hand the world of what's deemed to be currently politically possible "", 'in that world with, yes, the small steps forward are welcome ', 'there are big questions about how the deforestation agreement will be enforced ', 'the fact that on the finance agreement it is still not clear whether or not companies are still going to be able to fund fossil fuels ', 'it looks as if they are ', 'there are issues there ', ""let's not forget what is at stake here, the future of small island states and the rest of us, too "", 'compared to that kind of way of measuring progress we are still a long way off']",154,10,15.4,0.3,0.1,0.2,0.4,0.2,Fiona Bruce,Fiona Bruce,Caroline Lucas,2,1,1,1,2
2663,22465_3,Don't we need a plan that's definite so we know where we stand,Assertive Questioning,"You don't have to wear a mask, you have to wear a mask","[""No one said you can't go to a pub at the moment""]",30,1,30.0,0.0,0.0,0.0,0.0,0.0,AudienceMember 20210912QT18,AudienceMember 20210912QT18,Fiona Bruce,2,1,3,3,1
2664,20995_1,do you really want to spend five years of that nine years arguing about independence,Assertive Questioning,at the very heart of your policies,"['you talk at the same time ', ""I can't hear you and neither can anyone at home""]",21,2,10.5,0.0,0.0,0.0,0.5,0.0,Anas Sarwar,Anas Sarwar,Fiona Bruce,2,1,2,2,1
2665,23541_2,"you're talking about staff under 18 then, are you",Assertive Questioning,How is that protecting us,['we have modern apprentices'],5,1,5.0,0.0,0.0,0.0,0.0,0.0,Fiona Bruce,AudienceMember 20211028QT07,AudienceMember 20211028QT08,1,1,1,3,3
2666,23963_1,do I really want my mental health to suffer for that length of time,Assertive Questioning,"this person was going to be walking around waiting for a court case to come up maybe a year, two years later","['Over half of rape victims withdrew from the investigations last year ', 'they did report it then they pulled out of it ', ""we don't know how many don't report it""]",35,3,11.666666666666666,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,AudienceMember 20210722QT25,AudienceMember 20210722QT25,Fiona Bruce,2,1,3,3,1
2667,18286_2,What if people don't put themselves forward,Assertive Questioning,You have the same issue in Scotland as in England,"['The reason we have been successful in reducing the prevalence of Coronavirus is because of massive volumes of public participation and compliance ', 'The same applies to the track, trace, self-isolate and support strategy, test and protect that we are putting out in Scotland ', 'It relies on people coming forward where they have symptoms, indicating they have those symptoms and then for us pursuing the contact ', 'There will be privacy applied, essentially the source of the virus that has been drawn to attention of other individuals, but it fundamentally relies on public participation, public trust and public confidence ', 'we need to have that similar level of communication and consent from members of the public in wrestling with the contact tracing strategy']",164,5,32.8,0.2,0.0,0.2,0.4,0.0,Fiona Bruce,Fiona Bruce,John Swinney,2,1,1,1,2
2668,18500_1,It’s confusing though isn’t it,Assertive Questioning,Clarity is something that people demand from government,"['it’s a question of two stages ', 'the evidence and the advice you get from SAGE and the scientists forms part of a decision making ', 'that is ultimately political, the two stage approach to it ', 'there will be a number of different factors in that ', 'I think the challenge for government now, as we come out of this period of really intense lockdown, is how to get the combination right ', 'that’s why there’s been a big debate about the quarantine ', 'at the time of the height of the outbreak, quarantine would have made no difference ', 'now, the advice that we get, is that even small adjustments can affect that R rate ', 'it’s a constant evaluation to see what adjustments we can make, to help people in Rosina’s position, and to get the balance right between the need to open up, but the need to save lives as well']",161,9,17.88888888888889,0.3333333333333333,0.1111111111111111,0.2222222222222222,0.3333333333333333,0.0,Fiona Bruce,Robert Buckland,Robert Buckland,1,1,1,2,2
2669,23734_3,why don't we actually do something about it instead of just claiming,Assertive Questioning,"the government did something about climate change, instead of claiming to be, you know, the leader of the world in climate change",[''],0,0,0.0,0.0,0.0,0.0,0.0,0.0,AudienceMember 20210930QT23,AudienceMember 20210930QT23,,2,0,3,3,0
2670,25526_1,How will we ensure that this January importation of vaccine doesn’t have an impact on Covid by the two playing against each other with swaying priorities.,Assertive Questioning,Transport is key.,['This is something that came up before a lot of members of the audience. '],16,1,16.0,0.0,0.0,0.0,0.0,0.0,Andy Unknown,Andy Unknown,Fiona Bruce,2,1,3,3,1
2671,23396_2,sounds like you took offence at that,Assertive Questioning,"What AudienceMember 20210722QT21 is referring to is Prime Minister's questions yesterday where the leader of the opposition Keir Starmer was asking persistently about the drop in rape convictions, it's at a 40 year low, and he is asking a lot of questions about the Government's policies, and Boris Johnson replied, one of his replies was we are getting on with the job, they, Labour, jabber, we jab.","['Yes ', ""it wasn't about vaccinations "", 'It was a quite serious question ', 'up until then, you know the Prime Minister had a really good kind of you know, what he said made sense ', 'At that point, I was like hold on a second, again, we are being mocked in Parliament']",52,5,10.4,0.0,0.0,0.0,0.2,0.2,Fiona Bruce,Fiona Bruce,AudienceMember 20210722QT22,2,1,1,1,3
2672,23560_1,phasing out the oil industry,Assertive Questioning,we can afford it,['Yeah'],1,1,1.0,0.0,0.0,0.0,0.0,0.0,Fiona Bruce,Brian Cox,Brian Cox,1,1,1,2,2
2673,22567_1,we might end up talking about this on other programmes as well,Assertive Questioning,That's the problem,[''],0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fiona Bruce,Victor Adebowale,,1,0,1,2,0
2674,25722_1,you expect politicians to behave badly?,Assertive Questioning,,"['Expectation is different ', ""I don't expect politicians to be -- to behave badly "", 'the majority of the population unfortunately would probably assume that in some way or another, politicians are there not only to represent themselves, but, and you know, the population, but also to go that little bit too far you know ', ""Yes, it's a difficult one""]",64,4,16.0,0.5,0.0,0.0,0.5,0.5,Fiona Bruce,,AudienceMember 20210916QT07,0,1,1,0,3
2675,22478_4,and say that didn't work but we're going to try again,Assertive Questioning,"and when they are willing to change they are happy to reflect on that, do that",['The opposition party is Labour'],5,1,5.0,0.0,0.0,0.0,0.0,2.0,AudienceMember 20210912QT31,AudienceMember 20210912QT31,Fiona Bruce,2,1,3,3,1
2676,22704_1,"using nuclear weapons is also a self-destruct button, isn't it",Assertive Questioning,people in that part of the world have a very different moral framework for making these decisions,['The question was if pushed'],5,1,5.0,0.0,0.0,1.0,0.0,0.0,Bridget Kendall,Konstantin Kisin,Konstantin Kisin,1,1,2,2,2
2677,22593_1,They should self-isolate if they have symptoms,Assertive Questioning,,"['They should self-isolate initially ', ""If they don't have symptoms "", ""they wouldn't need to isolate for longer than that""]",21,3,7.0,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,Fiona Bruce,,George Eustice,0,1,1,0,2
2678,18885_1,Why isn’t the government matching that level of progress and that level of ambition,Assertive Questioning,"positive steps, it’s just what we’re asking","['I have mentored black people in business, black people in the civil service ', 'we are moving in the right direction ', 'we should always aspire to move further and faster ', 'we must never deny the progress that we’ve made ', 'Otherwise, unsurprisingly, young people…young black people in Britain will think that there has been no progress ', 'that’s just wrong, it’s wrong']",67,6,11.166666666666666,0.0,0.0,0.0,0.3333333333333333,0.5,Lisa Nandy,Lisa Nandy,James Cleverly,2,1,2,2,2
2679,22706_1,don't we admire them,Assertive Questioning,we've all got to know Ukrainians quite well through our television screens in the last week or so,['People accused you of not knowing the difference between tough and nasty'],12,1,12.0,0.0,0.0,0.0,0.0,0.0,Bridget Kendall,Bridget Kendall,Fiona Bruce,2,1,2,2,1
